ID;Дата и время создания;Дата последнего изменения;Код КПГЗ;Наименование КПГЗ;Вышестоящий КПГЗ;Описание;ОКПД;ОКПД-2;Код номенклатуры МЭР;Необходимость привязки к объекту городского хозяйства;Признак стандартизированной позиции;Требуется проведение государственной экспертизы;Относится к капитальному и текущему ремонту, благоустройству, устройству пешеходных зон, сносу и т.п.;Тип объекта городского хозяйства;Проект
3204150;29.03.2014 00:00:00;26.03.2016 00:00:00;01.02.05.17.24;СТОМАТОЛОГИЧЕСКИЕ АСПИРАТОРЫ (ПЫЛЕОТСОСЫ);01.02.05.17 ВАКУУМНО-НАГНЕТАТЕЛЬНЫЕ АППАРАТЫ, ДЛЯ ВЛИВАНИЯ И ИРРИГАЦИИ;Стоматологические аспираторы (пылеотсосы). Данная позиция не имеет подчиненных позиций.;33.10.13.113;32.50.11.000;33.10.270;;Нет;;;;Нет
3203404;09.12.2015 12:23:05;26.03.2016 00:00:00;01.02.02.22;СТОМАТОЛОГИЧЕСКИЕ ИНСТРУМЕНТЫ И ИНВЕНТАРЬ ПРОЧИЕ;01.02.02 МЕДИЦИНСКИЕ ИНСТРУМЕНТЫ, ИНВЕНТАРЬ;Прочие стоматологические инструменты и инвентарь;33.10.13;32.50.11;33.10.991;Нет;Нет;Нет;;;Нет
3204470;26.03.2016 00:00:00;26.03.2016 00:00:00;01.02.09.01.01;СТОМАТОЛОГИЧЕСКИЕ ПРЕПАРАТЫ,A01;01.02.09.01 ПИЩЕВАРИТЕЛЬНЫЙ ТРАКТ И ОБМЕН ВЕЩЕСТВ, A;В данную группировку входят: <br>- стоматологические препараты, a01a;24.42.23;21.20.10.111;24.42.000;;Да;;;;Нет
3203451;29.03.2014 00:00:00;26.03.2016 00:00:00;01.02.05.01.01.07;СТОМАТОЛОГИЧЕСКИЕ РАДИОВИЗИОГРАФЫ;01.02.05.01.01 РАДИОДИАГНОСТИЧЕСКОЕ ОБОРУДОВАНИЕ;Стоматологические радиовизиографы. Данная позиция не имеет подчиненных позиций.;33.10.11.114;26.60.11.114;33.10.110;;Нет;;;;Нет
3203369;29.03.2014 00:00:00;26.03.2016 00:00:00;01.02.02.07.15;СТОМАТОЛОГИЧЕСКИЕ ЩИПЦЫ ДЛЯ УДАЛЕНИЯ ЗУБОВ;01.02.02.07 ИЗВЛЕКАЮЩИЕ МЕДИЦИНСКИЕ ИНСТРУМЕНТЫ;Стоматологические щипцы для удаления зубов. Данная позиция не имеет подчиненных позиций.;33.10.15.144;32.50.13.190;33.10.360;;Нет;;;;Нет
3203359;29.03.2014 00:00:00;26.03.2016 00:00:00;01.02.02.07.01;СТОМАТОЛОГИЧЕСКИЕ ЭКСКАВАТОРЫ;01.02.02.07 ИЗВЛЕКАЮЩИЕ МЕДИЦИНСКИЕ ИНСТРУМЕНТЫ;Стоматологические экскаваторы. Данная позиция не имеет подчиненных позиций.;33.10.15.144;32.50.13.190;33.10.360;;Нет;;;;Нет
3203329;29.03.2014 00:00:00;26.03.2016 00:00:00;01.02.02.03.06;СТОМАТОЛОГИЧЕСКИЕ ЭЛЕКТРОШПАТЕЛИ;01.02.02.03 МЕХАНИЗИРОВАННЫЕ МЕДИЦИНСКИЕ ИНСТРУМЕНТЫ;Стоматологические электрошпатели. Данная позиция не имеет подчиненных позиций.;33.10.15.119;32.50.13.190;32.30.991;;Нет;;;;Нет
3204270;29.03.2014 00:00:00;26.03.2016 00:00:00;01.02.05.25;СТОМАТОЛОГИЧЕСКОЕ, ЗУБОПРОТЕЗНОЕ, ОТОРИНОЛАРИНГОЛОГИЧЕСКОЕ ОБОРУДОВАНИЕ;01.02.05 МЕДИЦИНСКОЕ ОБОРУДОВАНИЕ;В данную группировку входят: <br>- оборудование стоматологическое<br>- оборудование зубопротезное<br>- оборудование оториноларингологическое;33.10.13.110;32.50.11.000;33.10.000;;Нет;;;;Нет
3208416;29.03.2014 00:00:00;26.03.2016 00:00:00;03.14;СТРАХОВАНИЕ;03 УСЛУГИ;В данную группировку входят: <br>- страхование медицинское<br>- страхование от несчастных случаев<br>- страхование автогражданской ответственности<br>- страхование гражданской ответственности<br>- страхование имущественное<br>- страхование жизни<br>- страхование иных рисков;66.0;65.12;66.0;;Нет;;;;Нет
3208419;29.03.2014 00:00:00;26.03.2016 00:00:00;03.14.03;СТРАХОВАНИЕ АВТОГРАЖДАНСКОЙ ОТВЕТСТВЕННОСТИ;03.14 СТРАХОВАНИЕ;В данную группировку входят: <br>- страхование автогражданской ответственности водителя<br>- обязательное страхование гражданской ответственности перевозчика;66.03.21.000;65.12.21.000;66.03.250;;Нет;;;;Нет
10138789;04.09.2015 10:56:46;05.06.2017 12:52:00;03.14.03.01;СТРАХОВАНИЕ АВТОГРАЖДАНСКОЙ ОТВЕТСТВЕННОСТИ ВОДИТЕЛЯ;03.14.03 СТРАХОВАНИЕ АВТОГРАЖДАНСКОЙ ОТВЕТСТВЕННОСТИ;Страхование автогражданской ответственности водителя. Данная позиция не имеет подчиненных позиций.;66.03.21.000;65.12.21.000;;Нет;Да;Нет;Нет;;Нет
3208422;29.03.2014 00:00:00;26.03.2016 00:00:00;03.14.04;СТРАХОВАНИЕ ГРАЖДАНСКОЙ ОТВЕТСТВЕННОСТИ;03.14 СТРАХОВАНИЕ;Страхование гражданской ответственности. Данная позиция не имеет подчиненных позиций.;66.03.80.120;65.12.90.000;66.03.750;;Нет;;;;Нет
3208424;29.03.2014 00:00:00;26.03.2016 00:00:00;03.14.06;СТРАХОВАНИЕ ЖИЗНИ;03.14 СТРАХОВАНИЕ;Страхование жизни. Данная позиция не имеет подчиненных позиций.;66.01.11;65.11.10;66.01.110;;Нет;;;;Нет
9543831;29.03.2014 00:00:00;26.04.2017 16:45:10;03.14.05;СТРАХОВАНИЕ ИМУЩЕСТВЕННОЕ;03.14 СТРАХОВАНИЕ;Страхование имущественное;66.03.40.130;65.12.41.000;;;Нет;;;;Нет
3208425;26.03.2016 00:00:00;26.03.2016 00:00:00;03.14.99;СТРАХОВАНИЕ ИНЫХ РИСКОВ;03.14 СТРАХОВАНИЕ;Страхование иных рисков. Данная позиция не имеет подчиненных позиций.;66.03.80.190;65.12.90.000;66.03.750;;Нет;;;;Нет
3208417;29.03.2014 00:00:00;26.03.2016 00:00:00;03.14.01;СТРАХОВАНИЕ МЕДИЦИНСКОЕ;03.14 СТРАХОВАНИЕ;Страхование медицинское. Данная позиция не имеет подчиненных позиций.;66.03.12.000;65.12.12.000;66.03.210;;Нет;;;;Нет
9536009;26.04.2017 14:35:27;26.04.2017 14:35:27;03.14.05.01;СТРАХОВАНИЕ ОБЪЕКТОВ ДВИЖИМОГО ИМУЩЕСТВА;03.14.05 СТРАХОВАНИЕ ИМУЩЕСТВЕННОЕ;Страхование объектов движимого имущества. Данная позиция не имеет подчиненных позиций.;66.03.40.130;65.12;;;Нет;;;;Нет
9536037;26.04.2017 14:37:01;26.04.2017 14:37:01;03.14.05.02;СТРАХОВАНИЕ ОБЪЕКТОВ НЕДВИЖИМОГО ИМУЩЕСТВА;03.14.05 СТРАХОВАНИЕ ИМУЩЕСТВЕННОЕ;Страхование объектов недвижимого имущества. Данная позиция не имеет подчиненных позиций.;66.03.40.130;65.12;;;Нет;;;;Нет
3208418;29.03.2014 00:00:00;26.03.2016 00:00:00;03.14.02;СТРАХОВАНИЕ ОТ НЕСЧАСТНЫХ СЛУЧАЕВ;03.14 СТРАХОВАНИЕ;Страхование от несчастных случаев. Данная позиция не имеет подчиненных позиций.;66.03.11.000;65.12.11.000;66.03.110;;Нет;;;;Нет
3205734;26.03.2016 00:00:00;26.03.2016 00:00:00;01.11.09.03.01;СТРЕМЯНКИ, ЛЕСТНИЦЫ ПЕРЕНОСНЫЕ;01.11.09.03 ПРИСПОСОБЛЕНИЯ ДЛЯ ВЫПОЛНЕНИЯ РАБОТ;Стремянки, лестницы переносные. Данная позиция не имеет подчиненных позиций.;28.75.27.212;25.99.29.190;28.75.560;;Нет;;;;Нет
3208081;29.03.2014 00:00:00;26.03.2016 00:00:00;03.06.02;СТРОИТЕЛЬНАЯ ЭКСПЕРТИЗА ПРОЕКТНО-СМЕТНОЙ ДОКУМЕНТАЦИИ;03.06 УСЛУГИ СТРОИТЕЛЬНЫЕ;Строительная экспертиза проектно-сметной документации. Данная позиция не имеет подчиненных позиций.;74.20.31.000;71.12;74.20.520;;Нет;;;;Нет
3206935;29.03.2014 00:00:00;26.03.2016 00:00:00;02.03;СТРОИТЕЛЬСТВО;02 РАБОТЫ;В данную группировку входят: <br>- строительство зданий, сооружений<br>- строительство прочих объектов<br>- обустройство дворовых территорий<br>- строительство парков, мест отдыха и досуга<br>- строительство на особо охраняемых природных территориях (оопт)<br>- устройство зеленых насаждений на прочих объектах<br>- устройство безбарьерной среды для инвалидов<br>- работы строительные, строительно-монтажные прочие;45.2;41.20;45.21.000;;Нет;;;;Нет
3206957;29.03.2014 00:00:00;26.03.2016 00:00:00;02.03.02.02.01;СТРОИТЕЛЬСТВО АВТОМОБИЛЬНЫХ ДОРОГ;02.03.02.02 СТРОИТЕЛЬСТВО ТРАНСПОРТНЫХ ОБЪЕКТОВ;Строительство автомобильных дорог. Данная позиция не имеет подчиненных позиций.;45.23.11.130;42.11.20.000;45.23.990;;Нет;;;;Нет
3206965;29.03.2014 00:00:00;26.03.2016 00:00:00;02.03.02.02.05;СТРОИТЕЛЬСТВО АВТОМОБИЛЬНЫХ И ЖЕЛЕЗНОДОРОЖНЫХ ТОННЕЛЕЙ;02.03.02.02 СТРОИТЕЛЬСТВО ТРАНСПОРТНЫХ ОБЪЕКТОВ;Строительство автомобильных и железнодорожных тоннелей. Данная позиция не имеет подчиненных позиций.;45.21.22.110;42.13.20.000;45.21.311;;Нет;;;;Нет
9551924;26.03.2016 00:00:00;27.04.2017 11:03:51;02.03.01.02.05;СТРОИТЕЛЬСТВО АДМИНИСТРАТИВНЫХ ЗДАНИЙ;02.03.01.02 СТРОИТЕЛЬСТВО НЕЖИЛЫХ ЗДАНИЙ;Строительство административных зданий. Данная позиция не имеет подчиненных позиций.;45.21.14.110;41.20.40;;;Нет;;;;Нет
9561349;29.03.2014 00:00:00;27.04.2017 14:43:38;02.03.02.02.04;СТРОИТЕЛЬСТВО АЭРОПОРТОВ И ИНЫХ ОБЪЕКТОВ АВИАЦИОННОЙ ИНФРАСТРУКТУРЫ;02.03.02.02 СТРОИТЕЛЬСТВО ТРАНСПОРТНЫХ ОБЪЕКТОВ;Строительство аэропортов и иных объектов авиационной инфраструктуры. Данная позиция не имеет подчиненных позиций.;45.21.14.130;41.20.40;;;Нет;;;;Нет
3206991;29.03.2014 00:00:00;26.03.2016 00:00:00;02.03.02.06.01;СТРОИТЕЛЬСТВО ГАЗОПРОВОДОВ;02.03.02.06 СТРОИТЕЛЬСТВО ОБЪЕКТОВ ГАЗОСНАБЖЕНИЯ;Строительство газопроводов. Данная позиция не имеет подчиненных позиций.;45.21.42.110;42.21.22.130;45.21.551;;Нет;;;;Нет
3206992;29.03.2014 00:00:00;26.03.2016 00:00:00;02.03.02.06.02;СТРОИТЕЛЬСТВО ГАЗОРЕГУЛЯТОРНЫХ ПУНКТОВ И УСТАНОВОК;02.03.02.06 СТРОИТЕЛЬСТВО ОБЪЕКТОВ ГАЗОСНАБЖЕНИЯ;Строительство газорегуляторных пунктов и установок. Данная позиция не имеет подчиненных позиций.;45.21.64.130;42.99.29.000;45.22.990;;Нет;;;;Нет
9549835;29.03.2014 00:00:00;27.04.2017 09:54:54;02.03.02.02.03;СТРОИТЕЛЬСТВО ЖЕЛЕЗНЫХ ДОРОГ И ОБЪЕКТОВ ИНФРАСТРУКТУРЫ ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА;02.03.02.02 СТРОИТЕЛЬСТВО ТРАНСПОРТНЫХ ОБЪЕКТОВ;Строительство железных дорог и объектов инфраструктуры железнодорожного транспорта. Данная позиция не имеет подчиненных позиций.;45.21.14.130;41.20.40;;;Нет;;;;Нет
7874998;26.03.2016 00:00:00;28.11.2016 13:58:41;02.03.01.01;СТРОИТЕЛЬСТВО ЖИЛЫХ ЗДАНИЙ;02.03.01 СТРОИТЕЛЬСТВО ЗДАНИЙ, СООРУЖЕНИЙ;В данную группировку входят: <br>- строительство многоквартирных жилых домов<br>- строительство общежитий<br>- строительство жилых зданий социального назначения;45.21.1;41.20.3;;;Нет;;;;Нет
9550542;26.03.2016 00:00:00;27.04.2017 10:24:57;02.03.01.01.03;СТРОИТЕЛЬСТВО ЖИЛЫХ ЗДАНИЙ СОЦИАЛЬНОГО НАЗНАЧЕНИЯ;02.03.01.01 СТРОИТЕЛЬСТВО ЖИЛЫХ ЗДАНИЙ;Строительство жилых зданий социального назначения. Данная позиция не имеет подчиненных позиций.;45.21.15.150;41.20.30;;;Нет;;;;Нет
9529378;26.03.2016 00:00:00;26.04.2017 11:18:22;02.03.01.02.01;СТРОИТЕЛЬСТВО ЗДАНИЙ ДЛЯ ТОРГОВЛИ, ГОСТИНИЦ И РЕСТОРАНОВ;02.03.01.02 СТРОИТЕЛЬСТВО НЕЖИЛЫХ ЗДАНИЙ;Строительство зданий для торговли, гостиниц и ресторанов. Данная позиция не имеет подчиненных позиций.;45.21.14;41.20.40;;;Нет;;;;Нет
7875036;26.03.2016 00:00:00;28.11.2016 14:02:34;02.03.01.02.03;СТРОИТЕЛЬСТВО ЗДАНИЙ И СООРУЖЕНИЙ БЫТОВОГО НАЗНАЧЕНИЯ;02.03.01.02 СТРОИТЕЛЬСТВО НЕЖИЛЫХ ЗДАНИЙ;Строительство зданий и сооружений бытового назначения. Данная позиция не имеет подчиненных позиций.;45.21.14.120;41.20.40;;;Нет;;;;Нет
7875059;26.03.2016 00:00:00;28.11.2016 14:03:14;02.03.01.02.04;СТРОИТЕЛЬСТВО ЗДАНИЙ И СООРУЖЕНИЙ ОБРАЗОВАНИЯ;02.03.01.02 СТРОИТЕЛЬСТВО НЕЖИЛЫХ ЗДАНИЙ;Строительство зданий и сооружений образования. Данная позиция не имеет подчиненных позиций.;45.21.15.120;41.20.40;;Нет;Нет;Нет;Нет;;Нет
7875003;29.03.2014 00:00:00;28.11.2016 13:57:15;02.03.01;СТРОИТЕЛЬСТВО ЗДАНИЙ, СООРУЖЕНИЙ;02.03 СТРОИТЕЛЬСТВО;В данную группировку входят: <br>- строительство жилых зданий<br>- строительство нежилых зданий;45.21;41.20;;;Нет;;;;Нет
3206994;29.03.2014 00:00:00;26.03.2016 00:00:00;02.03.02.07.01;СТРОИТЕЛЬСТВО КАНАЛИЗАЦИОННО-НАСОСНЫХ СТАНЦИЙ;02.03.02.07 СТРОИТЕЛЬСТВО ОБЪЕКТОВ ВОДОСНАБЖЕНИЯ И КАНАЛИЗАЦИИ;Строительство канализационно-насосных станций. Данная позиция не имеет подчиненных позиций.;45.21.41.152;42.21.23.000;45.21.990;;Нет;;;;Нет
3206966;29.03.2014 00:00:00;26.03.2016 00:00:00;02.03.02.02.06;СТРОИТЕЛЬСТВО МЕТРОПОЛИТЕНОВ;02.03.02.02 СТРОИТЕЛЬСТВО ТРАНСПОРТНЫХ ОБЪЕКТОВ;Строительство метрополитенов. Данная позиция не имеет подчиненных позиций.;45.21.22.120;42.12.20.190;45.21.312;;Нет;;;;Нет
7875023;29.03.2014 00:00:00;28.11.2016 13:59:49;02.03.01.01.01;СТРОИТЕЛЬСТВО МНОГОКВАРТИРНЫХ ЖИЛЫХ ДОМОВ;02.03.01.01 СТРОИТЕЛЬСТВО ЖИЛЫХ ЗДАНИЙ;Строительство многоквартирных жилых домов. Данная позиция не имеет подчиненных позиций.;45.21.12.110;41.20.30;;;Нет;;;;Нет
3206967;29.03.2014 00:00:00;26.03.2016 00:00:00;02.03.02.02.07;СТРОИТЕЛЬСТВО МОСТОВ;02.03.02.02 СТРОИТЕЛЬСТВО ТРАНСПОРТНЫХ ОБЪЕКТОВ;Строительство мостов. Данная позиция не имеет подчиненных позиций.;45.21.21.112;42.13.20.000;45.21.990;;Нет;;;;Нет
10539458;29.03.2014 00:00:00;27.06.2017 15:02:12;02.03.05;СТРОИТЕЛЬСТВО НА ОСОБО ОХРАНЯЕМЫХ ПРИРОДНЫХ ТЕРРИТОРИЯХ (ООПТ);02.03 СТРОИТЕЛЬСТВО;Строительство на особо охраняемых природных территориях (оопт). Данная позиция не имеет подчиненных позиций.;92.53.12.120;81.30.10;;;Да;;;;Нет
